sheet_name,voce_code,component_order,component_type,description,unit_measure,quantity,unit_price,total_price
Recupero edilizia moderna,"RecMod_vc_17 - Impermeabilizzazione a vista di balconi e terrazzi, anche già piastrellati, con sistemi cementizi elastici",13,lavorazione,6 - Applicazione secondo strato di impermeabilizzante,,,,
Recupero edilizia moderna,"RecMod_vc_17 - Impermeabilizzazione a vista di balconi e terrazzi, anche già piastrellati, con sistemi cementizi elastici",14,manodopera,Op. Qualificato (MO1003),h / mq,0.120000,27.080000,3.249600
Recupero edilizia moderna,"RecMod_vc_17 - Impermeabilizzazione a vista di balconi e terrazzi, anche già piastrellati, con sistemi cementizi elastici",15,manodopera,Op. Specializzato (MO1002),h / mq,0.120000,29.220000,3.506400
Recupero edilizia moderna,"RecMod_vc_17 - Impermeabilizzazione a vista di balconi e terrazzi, anche già piastrellati, con sistemi cementizi elastici",16,materiale,250100 - Tecnoseal 130,Kg /mq,0.100000,9.900000,0.990000
Recupero edilizia moderna,"RecMod_vc_17 - Impermeabilizzazione a vista di balconi e terrazzi, anche già piastrellati, con sistemi cementizi elastici",17,materiale,040231 - Kimicover FIX MV,Kg /mq,0.300000,16.220000,4.866000
Recupero edilizia moderna,"RecMod_vc_17 - Impermeabilizzazione a vista di balconi e terrazzi, anche già piastrellati, con sistemi cementizi elastici",18,materiale,190127 - Kimitech 120 (larghezza 25 cm),Kg /mq,1.050000,0.970000,1.018500
Recupero edilizia moderna,"RecMod_vc_17 - Impermeabilizzazione a vista di balconi e terrazzi, anche già piastrellati, con sistemi cementizi elastici",19,materiale,040156 - Kimicover JOINT,Kg /mq,1.050000,5.850000,6.142500
Recupero edilizia moderna,"RecMod_vc_17 - Impermeabilizzazione a vista di balconi e terrazzi, anche già piastrellati, con sistemi cementizi elastici",20,materiale,010001 - Kimicover GUAINA (A+B) grigio in due mani,Kg /mq,3.000000,6.850000,20.550000
Recupero edilizia moderna,"RecMod_vc_17 - Impermeabilizzazione a vista di balconi e terrazzi, anche già piastrellati, con sistemi cementizi elastici",21,materiale,190124 - Kimitech TNT,Kg /mq,1.050000,5.330000,5.596500
Recupero edilizia moderna,"RecMod_vc_17 - Impermeabilizzazione a vista di balconi e terrazzi, anche già piastrellati, con sistemi cementizi elastici",22,noli e trasporti,Nolo attrezzature elettriche,h /mq,0.025000,8.000000,0.200000
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,1,lavorazione,1 - trattamento giunti,,,,
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,2,manodopera,Op. Qualificato,h / mq,0.100000,27.080000,2.708000
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,3,manodopera,Op. Specializzato,h / mq,0.100000,29.220000,2.922000
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,4,lavorazione,2 - primerizzazione delle superfici piastrellate,,,,
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,5,manodopera,Op. Qualificato,h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,6,manodopera,Op. Specializzato,h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,7,lavorazione,"3- impermeabilizzazione, prima mano",,,,
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,8,manodopera,Op. Qualificato,h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,9,manodopera,Op. Specializzato,h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,10,lavorazione,4 - posa della rete di armatura,,,,
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,11,manodopera,Op. Qualificato,h / mq,0.100000,27.080000,2.708000
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,12,manodopera,Op. Specializzato,h / mq,0.100000,29.220000,2.922000
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,13,lavorazione,"5 - impermeabilizzazione, seconda mano",,,,
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,14,manodopera,Op. Qualificato,h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,15,manodopera,Op. Specializzato,h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,16,materiale,040231 - Kimicover FIX MV,Kg o m / mq,0.250000,16.220000,4.055000
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,17,materiale,200025 - Ethafoam 10 mm,Kg o m / mq,1.000000,0.790000,0.790000
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,18,materiale,250100 - Tecnoseal 130,Kg o m / mq,0.270000,9.900000,2.673000
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,19,materiale,040156 - Kimicover JOINT,Kg o m / mq,1.000000,5.850000,5.850000
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,20,materiale,190127 - Kimitech 120 l =25 cm (giunti),Kg o m / mq,1.000000,0.970000,0.970000
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,21,materiale,050349 - Kimicover 601P (giunti),Kg o m / mq,0.500000,14.400000,7.200000
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,22,materiale,190124 - Kimitech TNT,Kg o m / mq,1.000000,5.330000,5.330000
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,23,materiale,050349 - Kimicover 601P (in due mani),Kg o m / mq,2.500000,14.400000,36.000000
Recupero edilizia moderna,RecMod_vc_19.a - Impermeabilizzazione elastica poliuretanica monolitica,24,noli e trasporti,Nolo attrezzature elettriche,Kg o h / mq,0.100000,8.000000,0.800000
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,1,lavorazione,1 - trattamento giunti,,,,
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,2,manodopera,Op. Qualificato,h / mq,0.100000,27.080000,2.708000
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,3,manodopera,Op. Specializzato,h / mq,0.100000,29.220000,2.922000
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,4,lavorazione,2 - primerizzazione delle superfici piastrellate,,,,
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,5,manodopera,Op. Qualificato,h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,6,manodopera,Op. Specializzato,h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,7,lavorazione,"3- impermeabilizzazione, prima mano",,,,
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,8,manodopera,Op. Qualificato,h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,9,manodopera,Op. Specializzato,h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,10,lavorazione,4 - posa della rete di armatura,,,,
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,11,manodopera,Op. Qualificato,h / mq,0.100000,27.080000,2.708000
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,12,manodopera,Op. Specializzato,h / mq,0.100000,29.220000,2.922000
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,13,lavorazione,"5 - impermeabilizzazione, seconda mano",,,,
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,14,manodopera,Op. Qualificato,h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,15,manodopera,Op. Specializzato,h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,16,materiale,040231 - Kimicover FIX MV,Kg o m / mq,0.250000,16.220000,4.055000
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,17,materiale,200025 - Ethafoam 10 mm,Kg o m / mq,1.000000,0.790000,0.790000
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,18,materiale,250100 - Tecnoseal 130,Kg o m / mq,0.270000,9.900000,2.673000
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,19,materiale,040156 - Kimicover JOINT,Kg o m / mq,1.000000,5.850000,5.850000
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,20,materiale,190127 - Kimitech 120 l =25 cm (giunti),Kg o m / mq,1.000000,0.970000,0.970000
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,21,materiale,050349 - Kimicover 801P (giunti),Kg o m / mq,0.500000,14.400000,7.200000
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,22,materiale,190124 - Kimitech TNT,Kg o m / mq,1.000000,5.330000,5.330000
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,23,materiale,050349 - Kimicover 801P (in due mani),Kg o m / mq,2.400000,14.400000,34.560000
Recupero edilizia moderna,RecMod_vc_19.b - Impermeabilizzazione elastica poliuretanica monolitica,24,noli e trasporti,Nolo attrezzature elettriche,Kg o h / mq,0.100000,8.000000,0.800000
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,1,lavorazione,1 - trattamento giunti,,,,
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,2,manodopera,Op. Qualificato,QUANTITA',0.100000,27.080000,2.708000
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,3,manodopera,Op. Specializzato,QUANTITA',0.100000,29.220000,2.922000
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,4,lavorazione,2 - primerizzazione delle superfici piastrellate,,,,
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,5,manodopera,Op. Qualificato,QUANTITA',0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,6,manodopera,Op. Specializzato,QUANTITA',0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,7,lavorazione,"3- impermeabilizzazione, prima mano",,,,
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,8,manodopera,Op. Qualificato,QUANTITA',0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,9,manodopera,Op. Specializzato,QUANTITA',0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,10,lavorazione,4 - posa della rete di armatura,,,,
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,11,manodopera,Op. Qualificato,QUANTITA',0.100000,27.080000,2.708000
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,12,manodopera,Op. Specializzato,QUANTITA',0.100000,29.220000,2.922000
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,13,lavorazione,"5 - impermeabilizzazione, seconda mano",,,,
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,14,manodopera,Op. Qualificato,QUANTITA',0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,15,manodopera,Op. Specializzato,QUANTITA',0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,16,materiale,040231 - Kimicover FIX MV,Kg o m / mq,0.250000,16.220000,4.055000
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,17,materiale,200025 - Ethafoam 10 mm,Kg o m / mq,1.000000,0.790000,0.790000
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,18,materiale,250100 - Tecnoseal 130,Kg o m / mq,0.270000,9.900000,2.673000
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,19,materiale,040156 - Kimicover JOINT,Kg o m / mq,1.000000,5.850000,5.850000
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,20,materiale,190127 - Kimitech 120 l =25 cm (giunti),Kg o m / mq,1.000000,0.970000,0.970000
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,21,materiale,050447 - Kimicover 701P (giunti),Kg o m / mq,0.500000,13.250000,6.625000
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,22,materiale,190124 - Kimitech TNT,Kg o m / mq,1.000000,5.330000,5.330000
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,23,materiale,050447 - Kimicover 701P (in due mani),Kg o m / mq,2.500000,13.250000,33.125000
Recupero edilizia moderna,RecMod_vc_20 - Impermeabilizzazione elastica poliuretanica monolitica idonea per ambienti scarsamente ventilati,24,noli e trasporti,Nolo attrezzature elettriche,Kg o h / mq,0.100000,8.000000,0.800000
Recupero edilizia moderna,RecMod_vc_22 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative_contatto con prodotti aggressivi,1,lavorazione,1 - Prima mano di malta osmotica,,,,
Recupero edilizia moderna,RecMod_vc_22 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative_contatto con prodotti aggressivi,2,manodopera,Op. Qualificato (MO1003),h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_22 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative_contatto con prodotti aggressivi,3,manodopera,Op. Specializzato (MO1002),h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_22 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative_contatto con prodotti aggressivi,4,lavorazione,2 - Posa rete,,,,
Recupero edilizia moderna,RecMod_vc_22 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative_contatto con prodotti aggressivi,5,manodopera,Op. Qualificato (MO1003),h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_22 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative_contatto con prodotti aggressivi,6,manodopera,Op. Specializzato (MO1002),h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_22 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative_contatto con prodotti aggressivi,7,lavorazione,3 - Seconda mano di malta osmotica,,,,
Recupero edilizia moderna,RecMod_vc_22 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative_contatto con prodotti aggressivi,8,manodopera,Op. Qualificato (MO1003),h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_22 - Impermeabilizzazione dall'interno di opere soggette a spinte idrauliche negative_contatto con prodotti aggressivi,9,manodopera,Op. Specializzato (MO1002),h / mq,0.050000,29.220000,1.461000
